Mês,Código SH2,Descrição SH2,Exportação - 2025 - Valor US$ FOB,Exportação - 2025 - Quilograma Líquido,Importação - 2025 - Valor US$ FOB,Importação - 2025 - Quilograma Líquido,Exportação - 2024 - Valor US$ FOB,Exportação - 2024 - Quilograma Líquido,Importação - 2024 - Valor US$ FOB,Importação - 2024 - Quilograma Líquido,Exportação - 2023 - Valor US$ FOB,Exportação - 2023 - Quilograma Líquido,Importação - 2023 - Valor US$ FOB,Importação - 2023 - Quilograma Líquido,Exportação - 2022 - Valor US$ FOB,Exportação - 2022 - Quilograma Líquido,Importação - 2022 - Valor US$ FOB,Importação - 2022 - Quilograma Líquido,Exportação - 2021 - Valor US$ FOB,Exportação - 2021 - Quilograma Líquido,Importação - 2021 - Valor US$ FOB,Importação - 2021 - Quilograma Líquido,Exportação - 2020 - Valor US$ FOB,Exportação - 2020 - Quilograma Líquido,Importação - 2020 - Valor US$ FOB,Importação - 2020 - Quilograma Líquido,Exportação - 2019 - Valor US$ FOB,Exportação - 2019 - Quilograma Líquido,Importação - 2019 - Valor US$ FOB,Importação - 2019 - Quilograma Líquido,Exportação - 2018 - Valor US$ FOB,Exportação - 2018 - Quilograma Líquido,Importação - 2018 - Valor US$ FOB,Importação - 2018 - Quilograma Líquido,Exportação - 2017 - Valor US$ FOB,Exportação - 2017 - Quilograma Líquido,Importação - 2017 - Valor US$ FOB,Importação - 2017 - Quilograma Líquido,Exportação - 2016 - Valor US$ FOB,Exportação - 2016 - Quilograma Líquido,Importação - 2016 - Valor US$ FOB,Importação - 2016 - Quilograma Líquido,Exportação - 2015 - Valor US$ FOB,Exportação - 2015 - Quilograma Líquido,Importação - 2015 - Valor US$ FOB,Importação - 2015 - Quilograma Líquido,Exportação - 2014 - Valor US$ FOB,Exportação - 2014 - Quilograma Líquido,Importação - 2014 - Valor US$ FOB,Importação - 2014 - Quilograma Líquido,Exportação - 2013 - Valor US$ FOB,Exportação - 2013 - Quilograma Líquido,Importação - 2013 - Valor US$ FOB,Importação - 2013 - Quilograma Líquido,Exportação - 2012 - Valor US$ FOB,Exportação - 2012 - Quilograma Líquido,Importação - 2012 - Valor US$ FOB,Importação - 2012 - Quilograma Líquido,Exportação - 2011 - Valor US$ FOB,Exportação - 2011 - Quilograma Líquido,Importação - 2011 - Valor US$ FOB,Importação - 2011 - Quilograma Líquido,Exportação - 2010 - Valor US$ FOB,Exportação - 2010 - Quilograma Líquido,Importação - 2010 - Valor US$ FOB,Importação - 2010 - Quilograma Líquido,Exportação - 2009 - Valor US$ FOB,Exportação - 2009 - Quilograma Líquido,Importação - 2009 - Valor US$ FOB,Importação - 2009 - Quilograma Líquido,Exportação - 2008 - Valor US$ FOB,Exportação - 2008 - Quilograma Líquido,Importação - 2008 - Valor US$ FOB,Importação - 2008 - Quilograma Líquido,Exportação - 2007 - Valor US$ FOB,Exportação - 2007 - Quilograma Líquido,Importação - 2007 - Valor US$ FOB,Importação - 2007 - Quilograma Líquido,Exportação - 2006 - Valor US$ FOB,Exportação - 2006 - Quilograma Líquido,Importação - 2006 - Valor US$ FOB,Importação - 2006 - Quilograma Líquido,Exportação - 2005 - Valor US$ FOB,Exportação - 2005 - Quilograma Líquido,Importação - 2005 - Valor US$ FOB,Importação - 2005 - Quilograma Líquido,Exportação - 2004 - Valor US$ FOB,Exportação - 2004 - Quilograma Líquido,Importação - 2004 - Valor US$ FOB,Importação - 2004 - Quilograma Líquido,Exportação - 2003 - Valor US$ FOB,Exportação - 2003 - Quilograma Líquido,Importação - 2003 - Valor US$ FOB,Importação - 2003 - Quilograma Líquido,Exportação - 2002 - Valor US$ FOB,Exportação - 2002 - Quilograma Líquido,Importação - 2002 - Valor US$ FOB,Importação - 2002 - Quilograma Líquido,Exportação - 2001 - Valor US$ FOB,Exportação - 2001 - Quilograma Líquido,Importação - 2001 - Valor US$ FOB,Importação - 2001 - Quilograma Líquido,Exportação - 2000 - Valor US$ FOB,Exportação - 2000 - Quilograma Líquido,Importação - 2000 - Valor US$ FOB,Importação - 2000 - Quilograma Líquido,Exportação - 1999 - Valor US$ FOB,Exportação - 1999 - Quilograma Líquido,Importação - 1999 - Valor US$ FOB,Importação - 1999 - Quilograma Líquido,Exportação - 1998 - Valor US$ FOB,Exportação - 1998 - Quilograma Líquido,Importação - 1998 - Valor US$ FOB,Importação - 1998 - Quilograma Líquido,Exportação - 1997 - Valor US$ FOB,Exportação - 1997 - Quilograma Líquido,Importação - 1997 - Valor US$ FOB,Importação - 1997 - Quilograma Líquido
05. Maio,43,Peles com pelo e suas obras; peles com pelo artificiais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,03,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74040,23200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,78,Chumbo e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65169,50049,0,0,220808,224821,0,0,55964,54770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,03,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83821,10000,0,0,50569,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,78,Chumbo e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,107,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207310,150737,0,0,0,0,0,0,56160,54235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,03,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264250,118000,0,0,89640,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372128,114643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,14,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,42,0,0,0,0,0,0,0,0,0,0,851,14,0,0,2746,54,0,0,2148,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02. Fevereiro,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913339,962280,0,0,792982,728840,0,0,2356259,692160,0,0,9928781,2041321,0,0,17351804,3674860,0,0,10814137,3089700,0,0,22361980,7393800,0,0,4888804,1502640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06. Junho,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37723240,7579320,0,0,21581187,5444850,0,0,40825964,8367300,0,0,74296474,11944050,0,0,92959209,16941672,0,0,58018852,12231880,0,0,17431158,7430055,0,0,34182998,7927030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335932,616920,0,0,6048351,1387800,0,0,6141034,1528200,0,0,5425419,1097400,0,0,3789032,865940,0,0,6771215,2262780,0,0,11030131,3746730,0,0,8556950,3594600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,45,Cortiça e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,358,0,0,0,0,0
04. Abril,04,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237500,50000,0,0,1445428,323629,0,0,252980,49319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,04,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262250,125000,0,0,1556865,942060,0,0,468595,97000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,78,Chumbo e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,2050,0,0,0,0,7132,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266171,148955,0,0,163626,131205,0,0,257974,226158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743458,287100,0,0,2477955,536480,0,0,2433402,434520,0,0,4366446,1034820,0,0,11477558,2488830,0,0,22199846,5677260,0,0,13551428,3921500,0,0,6042709,3325660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,14,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9026,5600,0,0,0,0,0,0,0,0,0,0,0,0,262,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462991,213840,0,0,3330976,728120,0,0,2786804,1053640,0,0,4510301,936540,0,0,11010253,2162400,0,0,15388421,2589180,0,0,7897477,2136900,0,0,8882749,2744490,0,0,5456052,1696830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21852,257400,0,0,669342,1128800,0,0,16710735,2429660,0,0,16588587,2934540,0,0,38834126,6421560,0,0,9123127,2352600,0,0,26662218,6874080,0,0,31153361,8065410,0,0,24556206,5414850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761687,217800,0,0,38328379,7335300,0,0,37487472,6485100,0,0,27644554,5432280,0,0,67236369,11166780,0,0,83267761,14809050,0,0,45583470,9750130,0,0,27755503,7407720,0,0,31669965,9821640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414162,59400,0,0,6304821,1092620,0,0,36995012,6780120,0,0,27786322,5553940,0,0,52190130,8320160,0,0,21961233,7409106,0,0,28612848,9809640,0,0,27933530,7589500,0,0,36768206,9084465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,14,"Matérias para entrançar e outros produtos de origem vegetal, não especificados nem compreendidos noutros Capítulos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10143,6310,0,0,0,0,0,0,0,0,582,10,0,0,1764,45,0,0,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,0,0,0,0,0,0,7580,240
12. Dezembro,24,Tabaco e seus sucedâneos manufaturados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495000,990000,0,0,33600,336000,0,0,4816637,1147260,0,0,4371785,1613340,0,0,1917896,420750,0,0,22326151,5392640,0,0,21429102,6991830,0,0,28297358,6790220,0,0,7823738,2909600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,47,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,2,0,0,389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136005,191539,0,0,53793,86277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11. Novembro,47,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109217,159210,0,0,0,0,633,68,13924,24746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12. Dezembro,97,"Objetos de arte, de coleção e antiguidades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9256,243,0,0,0,0,0,0,0,0,0,0,18765,993,0,0,0,0,0,0,0,0,0,0,10885,719,0,0,10570,720,0,0,0,0,0,0,0,0,0,0,4129,304,0,0,0,0,0,0
12. Dezembro,03,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95303,26500,0,0,0,0,0,0,169330,69000,0,0,0,0,0,0,100879,10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53900,22000,0,0,0,0
02. Fevereiro,47,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,0,0,365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58514,82701,0,0,53537,88098,4104,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03. Março,01,Animais vivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38710,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,47,Pastas de madeira ou de outras matérias fibrosas celulósicas; papel ou cartão para reciclar (desperdícios e aparas).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26886,42623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07. Julho,45,Cortiça e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8561,2242,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0
08. Agosto,03,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102921,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55312,23500,0,0,14945,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,45,Cortiça e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
02. Fevereiro,97,"Objetos de arte, de coleção e antiguidades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488,2454,0,0,0,0,0,0,0,0,0,0,477,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,45,Cortiça e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,305,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,43,Peles com pelo e suas obras; peles com pelo artificiais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01. Janeiro,43,Peles com pelo e suas obras; peles com pelo artificiais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04. Abril,53,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,125766,9926,5376,775,0,0,38121,5808,132095,10577,10460,1634,121382,10910,24996,2896,0,0,4295,411,0,0,4151,371,0,0,9567,1135,0,0,9919,1152,0,0,5506,532,0,0,7714,836,0,0,12023,1722,0,0,2142,435,0,0,8559,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,49,0,0,0,0,0,0,0,0,3224,392,0,0,0,0,0,0
03. Março,78,Chumbo e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36214,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,2,0,0,389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134248,75000,0,0,197553,132739,0,0,242750,218301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09. Setembro,23,Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,1320,0,0,21996,6000,0,0,0,0,0,0,35830,6685,0,0,20348,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49770,3488,0,0,65724,5206,0,0,0,0,0,0,0,0,0,0,34144,4803,0,0,0,0,3000000,15420201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10. Outubro,41,"Peles, exceto as peles com pelo, e couros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5253,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4524,320
01. Janeiro,01,Animais vivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05. Maio,45,Cortiça e suas obras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,8,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,22,0,0,0,0,0
